qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0308651	X	100.000	15	0	0	137	151	20119405	20119391	45	30.2
FBtr0308651	X	100.000	15	0	0	32	46	20462941	20462955	45	30.2
FBtr0308651	X	100.000	15	0	0	253	267	21568118	21568104	45	30.2
FBtr0308651	X	100.000	15	0	0	253	267	21568127	21568113	45	30.2
FBtr0308651	3L	80.769	208	37	1	199	406	358190	358394	1.42e-17	91.7
FBtr0308651	3L	100.000	19	0	0	32	50	12168572	12168554	0.18	38.2
FBtr0308651	3L	100.000	17	0	0	207	223	1966942	1966926	2.9	34.2
FBtr0308651	3L	100.000	17	0	0	371	387	2778097	2778113	2.9	34.2
FBtr0308651	3L	100.000	16	0	0	32	47	874155	874170	11	32.2
FBtr0308651	3L	100.000	16	0	0	80	95	1377535	1377520	11	32.2
FBtr0308651	3L	100.000	16	0	0	108	123	2782540	2782525	11	32.2
FBtr0308651	3L	100.000	16	0	0	32	47	4956670	4956655	11	32.2
FBtr0308651	3L	100.000	16	0	0	76	91	6909402	6909387	11	32.2
FBtr0308651	3L	100.000	16	0	0	97	112	7708140	7708125	11	32.2
FBtr0308651	3L	100.000	16	0	0	151	166	10661493	10661508	11	32.2
FBtr0308651	3L	94.737	19	1	0	59	77	358134	358152	45	30.2
FBtr0308651	3L	100.000	15	0	0	33	47	2566565	2566551	45	30.2
FBtr0308651	3L	100.000	15	0	0	367	381	2616771	2616785	45	30.2
FBtr0308651	3L	100.000	15	0	0	34	48	2639661	2639675	45	30.2
FBtr0308651	3L	100.000	15	0	0	32	46	4576128	4576142	45	30.2
FBtr0308651	3L	100.000	15	0	0	32	46	4790253	4790267	45	30.2
FBtr0308651	3L	100.000	15	0	0	192	206	8181466	8181480	45	30.2
FBtr0308651	3L	94.737	19	1	0	350	368	8496634	8496652	45	30.2
FBtr0308651	3L	100.000	15	0	0	78	92	10915818	10915832	45	30.2
FBtr0308651	3L	100.000	15	0	0	191	205	14788205	14788219	45	30.2
FBtr0308651	3L	100.000	15	0	0	133	147	17777118	17777132	45	30.2
FBtr0308651	3L	100.000	15	0	0	383	397	19062352	19062366	45	30.2
FBtr0308651	3L	100.000	15	0	0	32	46	21068969	21068983	45	30.2
FBtr0308651	3L	100.000	15	0	0	363	377	21863833	21863819	45	30.2
FBtr0308651	3L	100.000	15	0	0	319	333	22235347	22235361	45	30.2
FBtr0308651	3L	100.000	15	0	0	206	220	23202319	23202333	45	30.2
FBtr0308651	3L	100.000	15	0	0	79	93	25117322	25117336	45	30.2
FBtr0308651	3L	100.000	15	0	0	366	380	26510922	26510936	45	30.2
FBtr0308651	3L	100.000	15	0	0	365	379	26517340	26517354	45	30.2
FBtr0308651	3R	95.238	21	1	0	316	336	6080116	6080096	2.9	34.2
FBtr0308651	3R	100.000	17	0	0	4	20	22397175	22397191	2.9	34.2
FBtr0308651	3R	100.000	17	0	0	293	309	29634167	29634151	2.9	34.2
FBtr0308651	3R	100.000	16	0	0	135	150	12181800	12181815	11	32.2
FBtr0308651	3R	100.000	16	0	0	45	60	13050556	13050541	11	32.2
FBtr0308651	3R	100.000	16	0	0	35	50	14080449	14080464	11	32.2
FBtr0308651	3R	100.000	16	0	0	332	347	18984509	18984494	11	32.2
FBtr0308651	3R	100.000	16	0	0	31	46	26077684	26077669	11	32.2
FBtr0308651	3R	100.000	16	0	0	31	46	26096468	26096453	11	32.2
FBtr0308651	3R	100.000	16	0	0	62	77	28706671	28706656	11	32.2
FBtr0308651	3R	100.000	15	0	0	241	255	5156642	5156656	45	30.2
FBtr0308651	3R	94.737	19	1	0	1	19	5740554	5740536	45	30.2
FBtr0308651	3R	100.000	15	0	0	245	259	8599353	8599367	45	30.2
FBtr0308651	3R	100.000	15	0	0	34	48	8791709	8791695	45	30.2
FBtr0308651	3R	100.000	15	0	0	320	334	8935954	8935968	45	30.2
FBtr0308651	3R	100.000	15	0	0	117	131	10783814	10783800	45	30.2
FBtr0308651	3R	94.737	19	1	0	290	308	11010437	11010419	45	30.2
FBtr0308651	3R	100.000	15	0	0	319	333	11342832	11342846	45	30.2
FBtr0308651	3R	100.000	15	0	0	341	355	12066542	12066556	45	30.2
FBtr0308651	3R	91.304	23	2	0	5	27	12424949	12424927	45	30.2
FBtr0308651	3R	100.000	15	0	0	239	253	12861658	12861644	45	30.2
FBtr0308651	3R	100.000	15	0	0	32	46	13364977	13364991	45	30.2
FBtr0308651	3R	100.000	15	0	0	32	46	14648154	14648140	45	30.2
FBtr0308651	3R	100.000	15	0	0	33	47	16932806	16932792	45	30.2
FBtr0308651	3R	94.737	19	1	0	41	59	17678926	17678944	45	30.2
FBtr0308651	3R	100.000	15	0	0	71	85	18591222	18591236	45	30.2
FBtr0308651	3R	100.000	15	0	0	69	83	19018474	19018488	45	30.2
FBtr0308651	3R	100.000	15	0	0	321	335	19475061	19475075	45	30.2
FBtr0308651	3R	100.000	15	0	0	32	46	23411859	23411845	45	30.2
FBtr0308651	3R	100.000	15	0	0	32	46	24322722	24322708	45	30.2
FBtr0308651	3R	100.000	15	0	0	173	187	24633349	24633363	45	30.2
FBtr0308651	3R	100.000	15	0	0	253	267	24905916	24905930	45	30.2
FBtr0308651	3R	100.000	15	0	0	33	47	27568043	27568029	45	30.2
FBtr0308651	3R	100.000	15	0	0	32	46	28049924	28049938	45	30.2
FBtr0308651	3R	100.000	15	0	0	134	148	31993415	31993429	45	30.2
FBtr0308651	2R	100.000	17	0	0	320	336	7179927	7179911	2.9	34.2
FBtr0308651	2R	100.000	17	0	0	102	118	14453220	14453204	2.9	34.2
FBtr0308651	2R	100.000	16	0	0	123	138	770973	770988	11	32.2
FBtr0308651	2R	100.000	16	0	0	123	138	796459	796474	11	32.2
FBtr0308651	2R	100.000	16	0	0	36	51	6813749	6813734	11	32.2
FBtr0308651	2R	100.000	16	0	0	370	385	8010979	8010964	11	32.2
FBtr0308651	2R	100.000	16	0	0	291	306	8157434	8157419	11	32.2
FBtr0308651	2R	100.000	16	0	0	318	333	20753134	20753119	11	32.2
FBtr0308651	2R	95.000	20	1	0	5	24	21266313	21266332	11	32.2
FBtr0308651	2R	100.000	15	0	0	8	22	2319771	2319785	45	30.2
FBtr0308651	2R	100.000	15	0	0	381	395	4407406	4407392	45	30.2
FBtr0308651	2R	100.000	15	0	0	32	46	6933707	6933693	45	30.2
FBtr0308651	2R	100.000	15	0	0	314	328	8763476	8763490	45	30.2
FBtr0308651	2R	100.000	15	0	0	114	128	9046767	9046781	45	30.2
FBtr0308651	2R	100.000	15	0	0	35	49	9261715	9261701	45	30.2
FBtr0308651	2R	100.000	15	0	0	318	332	9322787	9322801	45	30.2
FBtr0308651	2R	100.000	15	0	0	32	46	11466213	11466199	45	30.2
FBtr0308651	2R	100.000	15	0	0	198	212	13667324	13667338	45	30.2
FBtr0308651	2R	100.000	15	0	0	283	297	13949753	13949739	45	30.2
FBtr0308651	2R	100.000	15	0	0	325	339	14170835	14170821	45	30.2
FBtr0308651	2R	100.000	15	0	0	13	27	17955747	17955733	45	30.2
FBtr0308651	2R	100.000	15	0	0	189	203	19240699	19240713	45	30.2
FBtr0308651	2R	100.000	15	0	0	334	348	19279909	19279923	45	30.2
FBtr0308651	2R	100.000	15	0	0	153	167	22816511	22816525	45	30.2
FBtr0308651	2L	100.000	17	0	0	33	49	7080774	7080758	2.9	34.2
FBtr0308651	2L	100.000	16	0	0	37	52	1711823	1711808	11	32.2
FBtr0308651	2L	100.000	16	0	0	13	28	4935878	4935863	11	32.2
FBtr0308651	2L	100.000	16	0	0	31	46	6872759	6872744	11	32.2
FBtr0308651	2L	89.286	28	3	0	215	242	9917861	9917834	11	32.2
FBtr0308651	2L	100.000	16	0	0	219	234	10785312	10785297	11	32.2
FBtr0308651	2L	100.000	16	0	0	41	56	12341900	12341915	11	32.2
FBtr0308651	2L	100.000	16	0	0	191	206	16312205	16312190	11	32.2
FBtr0308651	2L	100.000	16	0	0	123	138	22671849	22671864	11	32.2
FBtr0308651	2L	100.000	16	0	0	123	138	22856632	22856617	11	32.2
FBtr0308651	2L	100.000	16	0	0	123	138	22882142	22882127	11	32.2
FBtr0308651	2L	100.000	15	0	0	368	382	142114	142100	45	30.2
FBtr0308651	2L	100.000	15	0	0	171	185	188053	188039	45	30.2
FBtr0308651	2L	100.000	15	0	0	32	46	594018	594004	45	30.2
FBtr0308651	2L	100.000	15	0	0	32	46	835112	835098	45	30.2
FBtr0308651	2L	94.737	19	1	0	38	56	2744326	2744308	45	30.2
FBtr0308651	2L	100.000	15	0	0	389	403	2841460	2841474	45	30.2
FBtr0308651	2L	100.000	15	0	0	32	46	2985657	2985643	45	30.2
FBtr0308651	2L	100.000	15	0	0	13	27	3110539	3110553	45	30.2
FBtr0308651	2L	94.737	19	1	0	311	329	3718821	3718839	45	30.2
FBtr0308651	2L	100.000	15	0	0	14	28	4564096	4564082	45	30.2
FBtr0308651	2L	100.000	15	0	0	32	46	5066913	5066927	45	30.2
FBtr0308651	2L	100.000	15	0	0	323	337	5857851	5857837	45	30.2
FBtr0308651	2L	100.000	15	0	0	171	185	6761940	6761926	45	30.2
FBtr0308651	2L	94.737	19	1	0	187	205	7029676	7029694	45	30.2
FBtr0308651	2L	100.000	15	0	0	283	297	8710485	8710471	45	30.2
FBtr0308651	2L	100.000	15	0	0	210	224	10122765	10122751	45	30.2
FBtr0308651	2L	100.000	15	0	0	208	222	10739076	10739090	45	30.2
FBtr0308651	2L	100.000	15	0	0	238	252	10871721	10871735	45	30.2
FBtr0308651	2L	100.000	15	0	0	36	50	11672630	11672616	45	30.2
FBtr0308651	2L	100.000	15	0	0	279	293	12298650	12298664	45	30.2
FBtr0308651	2L	100.000	15	0	0	61	75	12644186	12644200	45	30.2
FBtr0308651	2L	100.000	15	0	0	121	135	13278620	13278606	45	30.2
FBtr0308651	2L	94.737	19	1	0	325	343	17703644	17703662	45	30.2
FBtr0308651	2L	100.000	15	0	0	32	46	19046785	19046799	45	30.2
FBtr0308651	211000022279562	100.000	16	0	0	105	120	2011	1996	11	32.2
FBtr0308651	211000022280331	100.000	15	0	0	302	316	842	828	45	30.2
FBtr0308651	211000022278684	100.000	15	0	0	341	355	484	498	45	30.2
FBtr0308651	211000022278684	100.000	15	0	0	341	355	2131	2145	45	30.2
FBtr0308651	Y	100.000	15	0	0	341	355	3072016	3072030	45	30.2
FBtr0308651	Y	100.000	15	0	0	341	355	3085600	3085586	45	30.2
FBtr0308651	Y	100.000	15	0	0	341	355	3212066	3212080	45	30.2
FBtr0308651	Y	100.000	15	0	0	341	355	3218741	3218727	45	30.2
FBtr0308651	4	100.000	15	0	0	153	167	800109	800095	45	30.2
