qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0346270	X	86.207	29	4	0	2024	2052	9336598	9336626	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2024	2047	10575894	10575871	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	11085370	11085398	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2029	2052	11511665	11511688	6.8	35.6
FBtr0346270	X	91.667	24	2	0	1890	1913	11835173	11835196	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12161418	12161390	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2025	2048	12830407	12830384	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2024	2047	12845334	12845357	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917617	12917645	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917620	12917648	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917623	12917651	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917626	12917654	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917629	12917657	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	12917632	12917660	6.8	35.6
FBtr0346270	X	82.353	34	6	0	2024	2057	12917638	12917671	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2023	2051	13071438	13071410	6.8	35.6
FBtr0346270	X	100.000	19	0	0	1893	1911	13306752	13306770	6.8	35.6
FBtr0346270	X	91.667	24	2	0	1888	1911	13566751	13566728	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	13869507	13869479	6.8	35.6
FBtr0346270	X	77.273	44	10	0	2025	2068	13884350	13884307	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	13985764	13985736	6.8	35.6
FBtr0346270	X	91.667	24	2	0	1889	1912	14267760	14267783	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2035	2058	15421626	15421603	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	16104395	16104423	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	16601600	16601628	6.8	35.6
FBtr0346270	X	91.667	24	2	0	2023	2046	17170982	17171005	6.8	35.6
FBtr0346270	X	82.353	34	6	0	2025	2058	18256118	18256085	6.8	35.6
FBtr0346270	X	86.207	29	4	0	2024	2052	18585159	18585131	6.8	35.6
FBtr0346270	X	100.000	19	0	0	1893	1911	19544252	19544270	6.8	35.6
FBtr0346270	X	91.667	24	2	0	1890	1913	19777601	19777578	6.8	35.6
FBtr0346270	2R	68.699	1214	362	8	643	1841	23142667	23143877	6.35e-127	457
FBtr0346270	2R	71.177	909	248	8	931	1829	23125250	23124346	2.07e-120	435
FBtr0346270	2R	93.939	33	2	0	1099	1131	17560901	17560933	8.87e-05	51.8
FBtr0346270	2R	93.939	33	1	1	2024	2055	11602369	11602401	0.001	48.2
FBtr0346270	2R	100.000	25	0	0	2024	2048	23875750	23875774	0.004	46.4
FBtr0346270	2R	96.154	26	1	0	1891	1916	13746571	13746596	0.046	43.7
FBtr0346270	2R	88.235	34	1	1	1890	1920	8001688	8001655	0.046	42.8
FBtr0346270	2R	90.000	30	3	0	2019	2048	10431575	10431604	0.16	41.9
FBtr0346270	2R	96.000	25	1	0	2024	2048	11830189	11830165	0.16	41.9
FBtr0346270	2R	80.000	45	9	0	2024	2068	13003535	13003579	0.16	41.9
FBtr0346270	2R	96.000	25	1	0	1887	1911	16168588	16168612	0.16	41.9
FBtr0346270	2R	100.000	22	0	0	2027	2048	110387	110408	0.16	41.0
FBtr0346270	2R	87.879	33	1	1	2023	2052	15410214	15410182	0.16	41.0
FBtr0346270	2R	92.593	27	2	0	2025	2051	18441617	18441643	0.16	41.0
FBtr0346270	2R	87.500	32	4	0	2022	2053	18671501	18671470	0.16	41.0
FBtr0346270	2R	89.655	29	3	0	2024	2052	8641245	8641273	0.56	40.1
FBtr0346270	2R	85.294	34	5	0	2024	2057	11162489	11162522	0.56	40.1
FBtr0346270	2R	89.655	29	3	0	2024	2052	11208758	11208786	0.56	40.1
FBtr0346270	2R	95.833	24	1	0	2026	2049	14864561	14864538	0.56	40.1
FBtr0346270	2R	95.833	24	1	0	2025	2048	21002551	21002574	0.56	40.1
FBtr0346270	2R	83.333	36	6	0	2024	2059	11584867	11584832	0.56	39.2
FBtr0346270	2R	92.308	26	2	0	1534	1559	18170401	18170376	0.56	39.2
FBtr0346270	2R	83.333	36	6	0	2024	2059	18883508	18883473	0.56	39.2
FBtr0346270	2R	92.857	28	1	1	2026	2052	22536974	22536947	0.56	39.2
FBtr0346270	2R	95.652	23	1	0	2024	2046	8056054	8056032	2.0	38.3
FBtr0346270	2R	95.652	23	1	0	2024	2046	11830186	11830164	2.0	38.3
FBtr0346270	2R	89.286	28	3	0	2024	2051	14864566	14864539	2.0	38.3
FBtr0346270	2R	89.286	28	3	0	2025	2052	14864568	14864541	2.0	38.3
FBtr0346270	2R	95.652	23	1	0	1890	1912	16645875	16645853	2.0	38.3
FBtr0346270	2R	95.652	23	1	0	2024	2046	22536973	22536951	2.0	38.3
FBtr0346270	2R	92.000	25	2	0	2024	2048	1811279	1811303	2.0	37.4
FBtr0346270	2R	82.500	40	2	2	1877	1911	9232698	9232659	2.0	37.4
FBtr0346270	2R	86.667	30	4	0	1882	1911	18215952	18215923	2.0	37.4
FBtr0346270	2R	92.000	25	2	0	390	414	21516093	21516117	2.0	37.4
FBtr0346270	2R	92.000	25	2	0	2024	2048	23598109	23598133	2.0	37.4
FBtr0346270	2R	95.455	22	1	0	2027	2048	127895	127916	6.8	36.5
FBtr0346270	2R	95.455	22	1	0	2017	2038	1016939	1016918	6.8	36.5
FBtr0346270	2R	95.455	22	1	0	1890	1911	8246256	8246277	6.8	36.5
FBtr0346270	2R	84.375	32	5	0	1880	1911	11725206	11725175	6.8	36.5
FBtr0346270	2R	88.889	27	3	0	2023	2049	14343014	14342988	6.8	36.5
FBtr0346270	2R	88.889	27	3	0	1890	1916	16337210	16337184	6.8	36.5
FBtr0346270	2R	95.833	24	0	1	1657	1679	17657740	17657763	6.8	36.5
FBtr0346270	2R	95.455	22	1	0	26	47	22299045	22299024	6.8	36.5
FBtr0346270	2R	95.455	22	1	0	1890	1911	23457338	23457359	6.8	36.5
FBtr0346270	2R	91.667	24	2	0	2045	2068	2651960	2651937	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2027	2050	7208463	7208486	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2025	2048	8060615	8060638	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2025	2048	8347853	8347876	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2025	2048	9321004	9320981	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2024	2047	10431583	10431606	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	11162486	11162514	6.8	35.6
FBtr0346270	2R	87.097	31	3	1	2024	2053	11185640	11185670	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	11724778	11724806	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2024	2047	12096108	12096131	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	12576770	12576742	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	13003502	13003530	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	13003508	13003536	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	13924880	13924908	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2025	2053	14049502	14049474	6.8	35.6
FBtr0346270	2R	100.000	19	0	0	1892	1910	14356358	14356340	6.8	35.6
FBtr0346270	2R	86.207	29	4	0	2024	2052	15736034	15736062	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	1890	1913	16091129	16091152	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2029	2052	20890902	20890879	6.8	35.6
FBtr0346270	2R	100.000	19	0	0	1092	1110	21289485	21289467	6.8	35.6
FBtr0346270	2R	100.000	19	0	0	1924	1942	22614572	22614590	6.8	35.6
FBtr0346270	2R	91.667	24	2	0	2025	2048	23737844	23737821	6.8	35.6
FBtr0346270	2L	80.597	67	11	2	1069	1134	20076472	20076537	7.28e-06	56.3
FBtr0346270	2L	96.552	29	1	0	2023	2051	3159301	3159329	0.001	49.1
FBtr0346270	2L	100.000	25	0	0	2024	2048	7196610	7196586	0.004	46.4
FBtr0346270	2L	92.857	28	2	0	2025	2052	12843678	12843651	0.046	42.8
FBtr0346270	2L	93.333	30	1	1	2023	2052	14674590	14674618	0.046	42.8
FBtr0346270	2L	100.000	23	0	0	2025	2047	19142290	19142312	0.046	42.8
FBtr0346270	2L	96.000	25	1	0	2024	2048	12843676	12843652	0.16	41.9
FBtr0346270	2L	100.000	22	0	0	1890	1911	1711782	1711803	0.16	41.0
FBtr0346270	2L	92.593	27	2	0	1891	1917	14331284	14331310	0.16	41.0
FBtr0346270	2L	89.655	29	3	0	2024	2052	3159305	3159333	0.56	40.1
FBtr0346270	2L	79.167	48	8	1	2024	2069	18151516	18151563	0.56	40.1
FBtr0346270	2L	80.952	42	5	1	2026	2067	4848029	4848067	0.56	39.2
FBtr0346270	2L	92.308	26	2	0	2026	2051	8267794	8267819	0.56	39.2
FBtr0346270	2L	84.848	33	5	0	2020	2052	5281528	5281560	2.0	38.3
FBtr0346270	2L	89.286	28	3	0	2018	2045	11813941	11813968	2.0	38.3
FBtr0346270	2L	95.652	23	1	0	2026	2048	14667555	14667533	2.0	38.3
FBtr0346270	2L	89.286	28	3	0	2024	2051	16469066	16469039	2.0	38.3
FBtr0346270	2L	86.667	30	4	0	2023	2052	5463941	5463970	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2024	2048	5463948	5463972	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2024	2048	5525074	5525098	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2018	2042	6639272	6639248	2.0	37.4
FBtr0346270	2L	77.778	45	10	0	2024	2068	6794159	6794203	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2024	2048	7231300	7231324	2.0	37.4
FBtr0346270	2L	100.000	20	0	0	2026	2045	7862171	7862152	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2028	2052	8578422	8578398	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2024	2048	11236401	11236425	2.0	37.4
FBtr0346270	2L	92.000	25	2	0	2028	2052	14457941	14457917	2.0	37.4
FBtr0346270	2L	86.667	30	4	0	2023	2052	19925489	19925518	2.0	37.4
FBtr0346270	2L	88.889	27	3	0	2026	2052	2733778	2733752	6.8	36.5
FBtr0346270	2L	84.375	32	5	0	2024	2055	4848039	4848070	6.8	36.5
FBtr0346270	2L	88.889	27	3	0	2025	2051	5525072	5525098	6.8	36.5
FBtr0346270	2L	88.889	27	3	0	2025	2051	5937098	5937124	6.8	36.5
FBtr0346270	2L	95.455	22	1	0	2024	2045	5937112	5937133	6.8	36.5
FBtr0346270	2L	95.455	22	1	0	2026	2047	7219845	7219824	6.8	36.5
FBtr0346270	2L	88.889	27	3	0	2025	2051	7529235	7529209	6.8	36.5
FBtr0346270	2L	95.455	22	1	0	1890	1911	13166332	13166353	6.8	36.5
FBtr0346270	2L	84.375	32	5	0	2021	2052	19635104	19635073	6.8	36.5
FBtr0346270	2L	86.207	29	4	0	2024	2052	2916972	2917000	6.8	35.6
FBtr0346270	2L	86.207	29	4	0	2024	2052	2961472	2961500	6.8	35.6
FBtr0346270	2L	86.207	29	4	0	2024	2052	2961475	2961503	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2025	2048	2963497	2963520	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	1889	1912	3449868	3449891	6.8	35.6
FBtr0346270	2L	86.207	29	4	0	2024	2052	7196511	7196483	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2025	2048	7953633	7953610	6.8	35.6
FBtr0346270	2L	82.353	34	6	0	2019	2052	8116390	8116423	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2025	2048	14207811	14207788	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2025	2048	15017083	15017106	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2024	2047	18756750	18756773	6.8	35.6
FBtr0346270	2L	100.000	19	0	0	1891	1909	19578550	19578568	6.8	35.6
FBtr0346270	2L	91.667	24	2	0	2025	2048	19631519	19631542	6.8	35.6
FBtr0346270	2L	86.207	29	4	0	2024	2052	20771751	20771779	6.8	35.6
FBtr0346270	3R	78.462	65	12	2	649	712	4505558	4505495	0.001	48.2
FBtr0346270	3R	96.429	28	1	0	2024	2051	24633784	24633811	0.004	47.3
FBtr0346270	3R	100.000	25	0	0	2024	2048	18434488	18434464	0.004	46.4
FBtr0346270	3R	83.333	48	5	2	2014	2058	23300251	23300298	0.013	45.5
FBtr0346270	3R	100.000	24	0	0	2025	2048	11274933	11274910	0.013	44.6
FBtr0346270	3R	83.721	43	5	1	2012	2052	18162337	18162295	0.013	44.6
FBtr0346270	3R	100.000	24	0	0	2024	2047	23464679	23464656	0.013	44.6
FBtr0346270	3R	96.154	26	1	0	2022	2047	14645848	14645823	0.046	43.7
FBtr0346270	3R	87.879	33	4	0	2026	2058	6801775	6801807	0.046	42.8
FBtr0346270	3R	90.000	30	3	0	2024	2053	10328133	10328104	0.16	41.9
FBtr0346270	3R	90.000	30	3	0	2023	2052	17821621	17821592	0.16	41.9
FBtr0346270	3R	100.000	22	0	0	2027	2048	9031513	9031534	0.16	41.0
FBtr0346270	3R	92.593	27	2	0	2026	2052	13969147	13969121	0.16	41.0
FBtr0346270	3R	92.593	27	2	0	2026	2052	23912739	23912765	0.16	41.0
FBtr0346270	3R	92.593	27	2	0	2026	2052	29347578	29347552	0.16	41.0
