qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0347024	2L	76.271	59	9	3	359	416	10070753	10070699	4.2	35.6
FBtr0347024	2L	79.070	43	7	1	377	417	16869748	16869790	4.2	35.6
FBtr0347024	3R	88.235	34	4	0	369	402	22939155	22939188	0.008	44.6
FBtr0347024	3R	87.879	33	4	0	377	409	5454913	5454881	0.028	42.8
FBtr0347024	3R	90.000	30	3	0	372	401	7529230	7529259	0.099	41.9
FBtr0347024	3R	90.000	30	3	0	370	399	24168959	24168988	0.099	41.9
FBtr0347024	3R	69.565	92	28	0	72	163	23765845	23765936	0.099	41.0
FBtr0347024	3R	92.000	25	2	0	1181	1205	3006735	3006759	1.2	37.4
FBtr0347024	3R	88.889	27	3	0	391	417	20797600	20797626	4.2	36.5
FBtr0347024	3R	88.889	27	3	0	391	417	21806408	21806434	4.2	36.5
FBtr0347024	3R	95.455	22	1	0	383	404	25323268	25323289	4.2	36.5
FBtr0347024	3R	82.353	34	6	0	371	404	24380152	24380185	4.2	35.6
FBtr0347024	2R	85.714	35	4	1	370	404	6722106	6722139	1.2	38.3
FBtr0347024	2R	100.000	20	0	0	385	404	5878603	5878622	1.2	37.4
FBtr0347024	2R	84.375	32	5	0	382	413	9554101	9554132	4.2	36.5
FBtr0347024	2R	84.375	32	5	0	391	422	12040360	12040391	4.2	36.5
FBtr0347024	2R	81.081	37	7	0	367	403	12180048	12180012	4.2	36.5
FBtr0347024	2R	95.455	22	1	0	261	282	17537992	17537971	4.2	36.5
FBtr0347024	2R	91.667	24	2	0	391	414	3690188	3690165	4.2	35.6
FBtr0347024	2R	91.667	24	2	0	391	414	4092933	4092910	4.2	35.6
FBtr0347024	2R	80.000	40	5	1	366	402	6245211	6245172	4.2	35.6
FBtr0347024	2R	86.667	30	1	1	382	411	17418949	17418923	4.2	35.6
FBtr0347024	2R	86.207	29	4	0	383	411	19074409	19074381	4.2	35.6
FBtr0347024	2R	79.487	39	8	0	370	408	20399276	20399238	4.2	35.6
